ticker,industry,exchange
MTB,Industrial Goods & Services,UPCOM
MTG,Utilities,UPCOM
MTH,Industrial Goods & Services,UPCOM
MTL,Industrial Goods & Services,UPCOM
MTP,Health Care,UPCOM
MTS,Oil & Gas,UPCOM
MTV,Industrial Goods & Services,UPCOM
MVB,Basic Resources,HNX
MVC,Construction & Materials,UPCOM
MVN,Industrial Goods & Services,UPCOM
MWG,Retail,HOSE
MZG,Basic Resources,UPCOM
NAB,Banks,HOSE
NAC,Construction & Materials,UPCOM
NAF,Food & Beverage,HOSE
NAG,Personal & Household Goods,HNX
NAP,Industrial Goods & Services,HNX
NAS,Industrial Goods & Services,UPCOM
NAU,Industrial Goods & Services,UPCOM
NAV,Construction & Materials,HOSE
NAW,Utilities,UPCOM
NBB,Real Estate,HOSE
NBC,Basic Resources,HNX
NBE,Retail,UPCOM
NBP,Utilities,HNX
NBT,Utilities,UPCOM
NBW,Utilities,HNX
NCG,Industrial Goods & Services,UPCOM
NCS,Travel & Leisure,UPCOM
NCT,Industrial Goods & Services,HOSE
ND2,Construction & Materials,UPCOM
NDC,Health Care,UPCOM
NDF,Food & Beverage,UPCOM
NDN,Real Estate,HNX
NDP,Health Care,UPCOM
NDT,Personal & Household Goods,UPCOM
NDW,Utilities,UPCOM
NDX,Construction & Materials,HNX
NED,Utilities,UPCOM
NET,Personal & Household Goods,HNX
NFC,Chemicals,HNX
NGC,Food & Beverage,UPCOM
NHA,Construction & Materials,HOSE
NHC,Construction & Materials,HNX
NHH,Chemicals,HOSE
NHP,Industrial Goods & Services,UPCOM
NHT,Personal & Household Goods,HOSE
NHV,Food & Beverage,UPCOM
NJC,Personal & Household Goods,UPCOM
NKG,Basic Resources,HOSE
NLG,Real Estate,HOSE
NLS,Utilities,UPCOM
NNC,Construction & Materials,HOSE
NNT,Utilities,UPCOM
NO1,Construction & Materials,HOSE
NOS,Industrial Goods & Services,UPCOM
NQB,Utilities,UPCOM
NQN,Utilities,UPCOM
NRC,Real Estate,HNX
NS2,Utilities,UPCOM
NSC,Food & Beverage,HOSE
NSG,Construction & Materials,UPCOM
NSH,Basic Resources,HNX
NSL,Utilities,UPCOM
NSS,Food & Beverage,UPCOM
NST,Personal & Household Goods,HNX
NT2,Utilities,HOSE
NTB,Real Estate,UPCOM
NTC,Real Estate,HOSE
NTF,Health Care,UPCOM
NTH,Utilities,HNX
NTL,Real Estate,HOSE
NTP,Construction & Materials,HNX
NTT,Personal & Household Goods,UPCOM
NTW,Utilities,UPCOM
NUE,Industrial Goods & Services,UPCOM
NVB,Banks,HNX
NVL,Real Estate,HOSE
NVP,Utilities,UPCOM
NVT,Real Estate,HOSE
NWT,Industrial Goods & Services,UPCOM
NXT,Construction & Materials,UPCOM
OCB,Banks,HOSE
OCH,Real Estate,HNX
ODE,Media,UPCOM
OGC,Real Estate,HOSE
OIL,Oil & Gas,UPCOM
ONE,Technology,HNX
ONW,Technology,UPCOM
OPC,Health Care,HOSE
ORS,Financial Services,HOSE
PAC,Industrial Goods & Services,HOSE
PAI,Technology,UPCOM
PAN,Food & Beverage,HOSE
PAP,Industrial Goods & Services,UPCOM
PAS,Personal & Household Goods,UPCOM
PAT,Oil & Gas,UPCOM
PBC,Health Care,UPCOM
PBP,Industrial Goods & Services,HNX
PBT,Industrial Goods & Services,UPCOM
PC1,Construction & Materials,HOSE
PCC,Construction & Materials,UPCOM
PCE,Chemicals,HNX
PCF,Food & Beverage,UPCOM
PCG,Oil & Gas,UPCOM
PCH,Construction & Materials,HNX
PCM,Construction & Materials,UPCOM
PCT,Industrial Goods & Services,HNX
PDB,Construction & Materials,HNX
PDC,Travel & Leisure,UPCOM
PDN,Industrial Goods & Services,HOSE
PDR,Real Estate,HOSE
PDV,Industrial Goods & Services,HOSE
PEC,Construction & Materials,UPCOM
PEG,Utilities,UPCOM
PEN,Construction & Materials,HNX
PEQ,Oil & Gas,UPCOM
PET,Retail,HOSE
PFL,Real Estate,UPCOM
PGB,Banks,UPCOM
PGC,Utilities,HOSE
PGD,Utilities,HOSE
PGI,Insurance,HOSE
PGN,Chemicals,HNX
PGS,Utilities,HNX
PGT,Industrial Goods & Services,HNX
PGV,Utilities,HOSE
PHC,Construction & Materials,HOSE
PHH,Construction & Materials,UPCOM
PHN,Industrial Goods & Services,HNX
PHP,Industrial Goods & Services,UPCOM
PHR,Chemicals,HOSE
PHS,Financial Services,UPCOM
PIA,Technology,HNX
PIC,Utilities,HNX
PID,Construction & Materials,UPCOM
PIS,Basic Resources,UPCOM
PIT,Food & Beverage,HOSE
PIV,Financial Services,UPCOM
PJC,Industrial Goods & Services,HNX
PJS,Utilities,UPCOM
PJT,Industrial Goods & Services,HOSE
PLA,Real Estate,UPCOM
PLC,Chemicals,HNX
PLE,Oil & Gas,UPCOM
PLO,Industrial Goods & Services,UPCOM
PLP,Basic Resources,HOSE
PLX,Oil & Gas,HOSE
PMB,Chemicals,HNX
PMC,Health Care,HNX
PMG,Utilities,HOSE
PMJ,Technology,UPCOM
PMP,Industrial Goods & Services,HNX
PMS,Industrial Goods & Services,HNX
PMT,Technology,UPCOM
PMW,Utilities,UPCOM
PNC,Retail,HOSE
PND,Oil & Gas,UPCOM
PNG,Food & Beverage,UPCOM
PNJ,Retail,HOSE
PNP,Industrial Goods & Services,UPCOM
PNT,Real Estate,UPCOM
POB,Oil & Gas,UPCOM
POM,Basic Resources,UPCOM
POS,Oil & Gas,UPCOM
POT,Technology,HNX
POV,Oil & Gas,UPCOM
POW,Utilities,HOSE
PPC,Utilities,HOSE
PPE,Industrial Goods & Services,HNX
PPH,Personal & Household Goods,UPCOM
PPI,Real Estate,UPCOM
PPP,Health Care,HNX
PPS,Industrial Goods & Services,HNX
PPT,Utilities,HNX
PPY,Oil & Gas,HNX
PQN,Construction & Materials,UPCOM
PRC,Industrial Goods & Services,HNX
PRE,Insurance,HNX
PRO,Food & Beverage,UPCOM
PRT,Industrial Goods & Services,UPCOM
PSB,Construction & Materials,UPCOM
PSC,Industrial Goods & Services,HNX
PSD,Technology,HNX
PSE,Chemicals,HNX
PSG,Construction & Materials,UPCOM
PSH,Oil & Gas,UPCOM
PSI,Financial Services,HNX
PSL,Food & Beverage,UPCOM
PSN,Oil & Gas,UPCOM
PSP,Industrial Goods & Services,UPCOM
PSW,Chemicals,HNX
PTB,Construction & Materials,HOSE
PTC,Construction & Materials,HOSE
PTD,Construction & Materials,HNX
PTE,Construction & Materials,UPCOM
PTG,Personal & Household Goods,UPCOM
PTH,Industrial Goods & Services,UPCOM
PTI,Insurance,HNX
PTL,Construction & Materials,HOSE
PTM,Industrial Goods & Services,UPCOM
PTO,Telecommunications,UPCOM
PTP,Media,UPCOM
PTS,Industrial Goods & Services,HNX
PTT,Industrial Goods & Services,UPCOM
PTV,Oil & Gas,UPCOM
PTX,Oil & Gas,HNX
PV2,Financial Services,HNX
PVA,Construction & Materials,UPCOM
PVB,Oil & Gas,HNX
PVC,Oil & Gas,HNX
PVD,Oil & Gas,HOSE
PVE,Industrial Goods & Services,UPCOM
PVG,Utilities,HNX
PVH,Construction & Materials,UPCOM
PVI,Insurance,HNX
PVL,Real Estate,UPCOM
PVM,Industrial Goods & Services,UPCOM
PVO,Oil & Gas,UPCOM
PVP,Industrial Goods & Services,HOSE
PVR,Real Estate,UPCOM
PVS,Oil & Gas,HNX
PVT,Industrial Goods & Services,HOSE
PVV,Construction & Materials,UPCOM
PVX,Construction & Materials,UPCOM
PVY,Oil & Gas,UPCOM
PWA,Real Estate,UPCOM
PWS,Utilities,UPCOM
PX1,Construction & Materials,UPCOM
PXA,Construction & Materials,UPCOM
PXC,Construction & Materials,UPCOM
PXI,Construction & Materials,UPCOM
PXL,Real Estate,UPCOM
PXM,Construction & Materials,UPCOM
PXS,Construction & Materials,UPCOM
PXT,Construction & Materials,UPCOM
QBS,Chemicals,UPCOM
QCC,Construction & Materials,UPCOM
QCG,Real Estate,HOSE
QHD,Construction & Materials,HNX
QHW,Food & Beverage,UPCOM
QNC,Construction & Materials,UPCOM
QNP,Industrial Goods & Services,HOSE
QNS,Food & Beverage,UPCOM
QNT,Construction & Materials,UPCOM
QNU,Industrial Goods & Services,UPCOM
QNW,Utilities,UPCOM
QPH,Utilities,UPCOM
QSP,Industrial Goods & Services,UPCOM
QST,Retail,HNX
QTC,Construction & Materials,HNX
QTP,Utilities,UPCOM
RAL,Industrial Goods & Services,HOSE
RAT,Industrial Goods & Services,UPCOM
RBC,Personal & Household Goods,UPCOM
RCC,Construction & Materials,UPCOM
RCD,Construction & Materials,UPCOM
RCL,Real Estate,HNX
RDP,Industrial Goods & Services,UPCOM
REE,Utilities,HOSE
RGG,Unknown,UPCOM
RIC,Travel & Leisure,UPCOM
RTB,Chemicals,UPCOM
RYG,Construction & Materials,HOSE
S12,Construction & Materials,UPCOM
S4A,Utilities,HOSE
S55,Construction & Materials,HNX
S72,Construction & Materials,UPCOM
S74,Construction & Materials,UPCOM
S96,Construction & Materials,UPCOM
S99,Construction & Materials,HNX
SAB,Food & Beverage,HOSE
SAC,Industrial Goods & Services,UPCOM
SAF,Food & Beverage,HNX
SAL,Industrial Goods & Services,UPCOM
SAM,Technology,HOSE
SAP,Media,UPCOM
SAS,Industrial Goods & Services,UPCOM
SAV,Personal & Household Goods,HOSE
SB1,Food & Beverage,UPCOM
SBA,Utilities,HOSE
SBB,Industrial Goods & Services,UPCOM
SBD,Technology,UPCOM
SBG,Industrial Goods & Services,HOSE
SBH,Utilities,UPCOM
SBL,Food & Beverage,UPCOM
SBM,Utilities,UPCOM
SBR,Chemicals,UPCOM
SBS,Financial Services,UPCOM
SBT,Food & Beverage,HOSE
SBV,Construction & Materials,HOSE
SC5,Construction & Materials,HOSE
SCC,Construction & Materials,UPCOM
SCD,Food & Beverage,UPCOM
SCG,Construction & Materials,HNX
SCI,Construction & Materials,HNX
SCJ,Construction & Materials,UPCOM
SCL,Construction & Materials,UPCOM
SCO,Industrial Goods & Services,UPCOM
SCR,Real Estate,HOSE
SCS,Industrial Goods & Services,HOSE
SD2,Construction & Materials,UPCOM
SD3,Construction & Materials,UPCOM
SD4,Construction & Materials,UPCOM
SD5,Construction & Materials,HNX
SD6,Construction & Materials,UPCOM
SD7,Construction & Materials,UPCOM
SD8,Construction & Materials,UPCOM
SD9,Construction & Materials,HNX
SDA,Industrial Goods & Services,HNX
SDB,Construction & Materials,UPCOM
SDC,Construction & Materials,HNX
SDD,Construction & Materials,UPCOM
SDG,Industrial Goods & Services,HNX
SDK,Construction & Materials,UPCOM
SDN,Construction & Materials,HNX
SDP,Construction & Materials,UPCOM
SDT,Construction & Materials,UPCOM
SDU,Real Estate,HNX
SDV,Retail,UPCOM
SDY,Construction & Materials,UPCOM
SEA,Food & Beverage,UPCOM
SEB,Utilities,HNX
SED,Retail,HNX
SEP,Food & Beverage,UPCOM
SFC,Retail,HOSE
SFG,Chemicals,HOSE
SFI,Industrial Goods & Services,HOSE
SFN,Industrial Goods & Services,HNX
SGB,Banks,UPCOM
SGC,Food & Beverage,HNX
SGD,Media,HNX
SGH,Travel & Leisure,HNX
SGI,Personal & Household Goods,UPCOM
SGN,Industrial Goods & Services,HOSE
SGP,Industrial Goods & Services,UPCOM
SGR,Real Estate,HOSE
SGS,Industrial Goods & Services,UPCOM
SGT,Technology,HOSE
SHA,Personal & Household Goods,HOSE
SHB,Banks,HOSE
SHC,Industrial Goods & Services,UPCOM
SHE,Industrial Goods & Services,HNX
SHG,Construction & Materials,UPCOM
SHI,Personal & Household Goods,HOSE
SHN,Construction & Materials,HNX
SHP,Utilities,HOSE
SHS,Financial Services,HNX
SID,Real Estate,UPCOM
SIG,Industrial Goods & Services,UPCOM
SII,Real Estate,UPCOM
SIP,Real Estate,HOSE
SIV,Chemicals,UPCOM
SJ1,Food & Beverage,HNX
SJC,Construction & Materials,UPCOM
SJD,Utilities,HOSE
SJE,Construction & Materials,HNX
SJF,Food & Beverage,UPCOM
SJG,Construction & Materials,UPCOM
SJM,Construction & Materials,UPCOM
SJS,Real Estate,HOSE
SKG,Industrial Goods & Services,HOSE
SKH,Food & Beverage,UPCOM
SKN,Food & Beverage,UPCOM
SKV,Food & Beverage,UPCOM
SLD,Real Estate,UPCOM
SLS,Food & Beverage,HNX
SMA,Industrial Goods & Services,HOSE
SMB,Food & Beverage,HOSE
SMC,Basic Resources,HOSE
SMN,Retail,HNX
SMT,Technology,HNX
SNC,Food & Beverage,UPCOM
SNZ,Real Estate,UPCOM
SP2,Utilities,UPCOM
SPB,Personal & Household Goods,UPCOM
SPC,Chemicals,HNX
SPD,Food & Beverage,UPCOM
SPH,Food & Beverage,UPCOM
SPI,Industrial Goods & Services,UPCOM
SPM,Health Care,HOSE
SPV,Food & Beverage,UPCOM
SRA,Technology,HNX
SRB,Industrial Goods & Services,UPCOM
SRC,Automobiles & Parts,HOSE
SRF,Industrial Goods & Services,HOSE
SSB,Banks,HOSE
SSC,Food & Beverage,HOSE
SSF,Personal & Household Goods,UPCOM
SSG,Industrial Goods & Services,UPCOM
SSH,Real Estate,UPCOM
SSI,Financial Services,HOSE
SSM,Construction & Materials,HNX
SSN,Food & Beverage,UPCOM
ST8,Technology,HOSE
STB,Banks,HOSE
STC,Media,HNX
STG,Industrial Goods & Services,HOSE
STH,Retail,UPCOM
STK,Personal & Household Goods,HOSE
STL,Real Estate,UPCOM
STP,Industrial Goods & Services,HNX
STS,Industrial Goods & Services,UPCOM
STT,Travel & Leisure,UPCOM
STW,Utilities,UPCOM
SVC,Retail,HOSE
SVD,Personal & Household Goods,HOSE
SVG,Chemicals,UPCOM
SVH,Utilities,UPCOM
SVI,Industrial Goods & Services,HOSE
SVN,Construction & Materials,HNX
SVT,Media,HOSE
SWC,Industrial Goods & Services,UPCOM
SZB,Real Estate,HNX
SZC,Real Estate,HOSE
SZE,Industrial Goods & Services,UPCOM
SZG,Real Estate,UPCOM
SZL,Real Estate,HOSE
TA6,Construction & Materials,UPCOM
TA9,Construction & Materials,HNX
TAB,Construction & Materials,UPCOM
TAL,Real Estate,HOSE
TAN,Food & Beverage,UPCOM
TAR,Food & Beverage,UPCOM
TAW,Utilities,UPCOM
TB8,Construction & Materials,UPCOM
TBC,Utilities,HOSE
TBD,Industrial Goods & Services,UPCOM
TBH,Real Estate,UPCOM
TBR,Construction & Materials,UPCOM
TBW,Utilities,UPCOM
TCB,Banks,HOSE
TCD,Construction & Materials,HOSE
TCH,Real Estate,HOSE
TCI,Financial Services,HOSE
TCJ,Food & Beverage,UPCOM
TCK,Construction & Materials,UPCOM
TCL,Industrial Goods & Services,HOSE
TCM,Personal & Household Goods,HOSE
TCO,Industrial Goods & Services,HOSE
TCR,Construction & Materials,HOSE
TCT,Travel & Leisure,HOSE
TCW,Industrial Goods & Services,UPCOM
TCX,Financial Services,HOSE
TD6,Basic Resources,HNX
TDB,Utilities,UPCOM
TDC,Construction & Materials,HOSE
TDF,Construction & Materials,UPCOM
TDG,Oil & Gas,HOSE
TDH,Real Estate,HOSE
TDM,Utilities,HOSE
TDP,Chemicals,HOSE
TDS,Basic Resources,UPCOM
TDT,Personal & Household Goods,HNX
TDW,Utilities,HOSE
TED,Industrial Goods & Services,UPCOM
TEG,Basic Resources,HOSE
TEL,Telecommunications,UPCOM
TET,Personal & Household Goods,HNX
TFC,Food & Beverage,HNX
TGG,Construction & Materials,UPCOM
TGP,Technology,UPCOM
TH1,Food & Beverage,UPCOM
THB,Food & Beverage,HNX
THD,Construction & Materials,HNX
THG,Construction & Materials,HOSE
THM,Personal & Household Goods,UPCOM
THN,Utilities,UPCOM
THP,Food & Beverage,UPCOM
THS,Utilities,HNX
THT,Basic Resources,HNX
THU,Industrial Goods & Services,UPCOM
THW,Utilities,UPCOM
TID,Real Estate,UPCOM
TIE,Retail,UPCOM
TIG,Real Estate,HNX
TIN,Financial Services,UPCOM
TIP,Real Estate,HOSE
TIS,Basic Resources,UPCOM
TIX,Real Estate,HOSE
TJC,Industrial Goods & Services,HNX
TKA,Industrial Goods & Services,UPCOM
TKC,Construction & Materials,UPCOM
TKU,Basic Resources,HNX
TL4,Construction & Materials,UPCOM
TLD,Construction & Materials,HOSE
TLG,Personal & Household Goods,HOSE
TLH,Basic Resources,HOSE
TLI,Personal & Household Goods,UPCOM
TLP,Oil & Gas,UPCOM
TLT,Construction & Materials,UPCOM
TMB,Basic Resources,HNX
TMC,Retail,HNX
TMG,Basic Resources,UPCOM
TMP,Utilities,HOSE
TMS,Industrial Goods & Services,HOSE
TMT,Automobiles & Parts,HOSE
TMW,Personal & Household Goods,UPCOM
TMX,Construction & Materials,HNX
TN1,Real Estate,HOSE
TNA,Retail,UPCOM
TNB,Basic Resources,UPCOM
TNC,Chemicals,HOSE
TNG,Personal & Household Goods,HNX
TNH,Health Care,HOSE
TNI,Basic Resources,HOSE
TNM,Construction & Materials,UPCOM
TNP,Industrial Goods & Services,UPCOM
TNS,Basic Resources,UPCOM
TNT,Real Estate,HOSE
TNV,Unknown,UPCOM
TNW,Utilities,UPCOM
TOP,Industrial Goods & Services,UPCOM
TOS,Industrial Goods & Services,UPCOM
TOT,Industrial Goods & Services,HNX
TOW,Utilities,UPCOM
TPB,Banks,HOSE
TPC,Industrial Goods & Services,HOSE
TPP,Industrial Goods & Services,HNX
TPS,Industrial Goods & Services,UPCOM
TQN,Basic Resources,UPCOM
TQW,Utilities,UPCOM
TR1,Industrial Goods & Services,UPCOM
TRA,Health Care,HOSE
TRC,Chemicals,HOSE
TRS,Industrial Goods & Services,UPCOM
TRT,Construction & Materials,UPCOM
TRV,Unknown,UPCOM
TS3,Construction & Materials,UPCOM
TS4,Food & Beverage,UPCOM
TSA,Construction & Materials,HOSE
TSB,Industrial Goods & Services,HNX
TSC,Food & Beverage,HOSE
TSD,Travel & Leisure,UPCOM
TSG,Industrial Goods & Services,UPCOM
TSJ,Travel & Leisure,UPCOM
TST,Technology,UPCOM
TT6,Food & Beverage,UPCOM
TTA,Utilities,HOSE
TTB,Construction & Materials,UPCOM
TTC,Construction & Materials,HNX
TTD,Health Care,UPCOM
TTE,Utilities,HOSE
TTF,Personal & Household Goods,HOSE
TTG,Personal & Household Goods,UPCOM
TTH,Retail,HNX
TTL,Construction & Materials,HNX
TTN,Telecommunications,UPCOM
TTS,Basic Resources,UPCOM
TTT,Travel & Leisure,HNX
TTZ,Industrial Goods & Services,UPCOM
TUG,Industrial Goods & Services,UPCOM
TV1,Industrial Goods & Services,UPCOM
TV2,Industrial Goods & Services,HOSE
TV3,Construction & Materials,HNX
TV4,Construction & Materials,HNX
TV6,Construction & Materials,UPCOM
TVA,Construction & Materials,UPCOM
TVB,Financial Services,HOSE
TVC,Financial Services,HNX
TVD,Basic Resources,HNX
TVG,Construction & Materials,UPCOM
TVH,Construction & Materials,UPCOM
TVM,Industrial Goods & Services,UPCOM
TVN,Basic Resources,UPCOM
TVS,Financial Services,HOSE
TVT,Personal & Household Goods,HOSE
TW3,Health Care,UPCOM
TXM,Construction & Materials,HNX
TYA,Technology,HOSE
UCT,Industrial Goods & Services,UPCOM
UDC,Construction & Materials,UPCOM
UDJ,Construction & Materials,UPCOM
UDL,Industrial Goods & Services,UPCOM
UEM,Industrial Goods & Services,UPCOM
UIC,Construction & Materials,HOSE
UMC,Industrial Goods & Services,UPCOM
UNI,Real Estate,HNX
UPC,Industrial Goods & Services,UPCOM
UPH,Health Care,UPCOM
USC,Construction & Materials,UPCOM
USD,Industrial Goods & Services,UPCOM
UTT,Industrial Goods & Services,UPCOM
UXC,Food & Beverage,UPCOM
V12,Construction & Materials,HNX
V21,Construction & Materials,HNX
VAB,Banks,HOSE
VAF,Chemicals,HOSE
VAV,Utilities,UPCOM
VBB,Banks,UPCOM
VBC,Industrial Goods & Services,HNX
VBG,Basic Resources,UPCOM
VBH,Personal & Household Goods,UPCOM
VC1,Construction & Materials,HNX
VC2,Construction & Materials,HNX
VC3,Construction & Materials,HNX
VC5,Construction & Materials,UPCOM
VC6,Construction & Materials,HNX
VC7,Construction & Materials,HNX
VC9,Construction & Materials,HNX
VCA,Basic Resources,HOSE
VCB,Banks,HOSE
VCC,Construction & Materials,HNX
VCE,Basic Resources,UPCOM
VCF,Food & Beverage,HOSE
VCG,Real Estate,HOSE
VCI,Financial Services,HOSE
VCK,Financial Services,HOSE
VCM,Industrial Goods & Services,HNX
VCP,Utilities,UPCOM
VCR,Real Estate,UPCOM
VCS,Construction & Materials,HNX
VCT,Construction & Materials,UPCOM
VCX,Construction & Materials,UPCOM
VDB,Basic Resources,UPCOM
VDG,Personal & Household Goods,UPCOM
VDL,Food & Beverage,HNX
VDN,Personal & Household Goods,UPCOM
VDP,Health Care,HOSE
VDS,Financial Services,HOSE
VDT,Construction & Materials,UPCOM
VE1,Construction & Materials,HNX
VE2,Construction & Materials,UPCOM
VE3,Construction & Materials,HNX
VE4,Construction & Materials,HNX
VE8,Construction & Materials,UPCOM
VE9,Construction & Materials,UPCOM
VEA,Automobiles & Parts,UPCOM
VEC,Personal & Household Goods,UPCOM
VEF,Media,UPCOM
VES,Construction & Materials,UPCOM
VET,Health Care,UPCOM
VFC,Industrial Goods & Services,UPCOM
VFG,Chemicals,HOSE
VFR,Industrial Goods & Services,UPCOM
VFS,Financial Services,HNX
VGC,Real Estate,HOSE
VGG,Personal & Household Goods,UPCOM
VGI,Telecommunications,UPCOM
VGL,Basic Resources,UPCOM
VGP,Industrial Goods & Services,HNX
VGR,Industrial Goods & Services,UPCOM
VGS,Basic Resources,HNX
VGT,Personal & Household Goods,UPCOM
VGV,Construction & Materials,UPCOM
VHC,Food & Beverage,HOSE
VHD,Construction & Materials,UPCOM
VHE,Retail,HNX
VHF,Food & Beverage,UPCOM
VHG,Technology,UPCOM
VHH,Construction & Materials,UPCOM
VHL,Construction & Materials,HNX
VHM,Real Estate,HOSE
VIB,Banks,HOSE
VIC,Real Estate,HOSE
VID,Basic Resources,HOSE
VIE,Technology,UPCOM
VIF,Basic Resources,HNX
VIG,Financial Services,HNX
VIH,Construction & Materials,UPCOM
VIM,Basic Resources,UPCOM
VIN,Industrial Goods & Services,UPCOM
VIP,Industrial Goods & Services,HOSE
VIR,Travel & Leisure,UPCOM
VIT,Construction & Materials,HNX
VIW,Construction & Materials,UPCOM
VIX,Financial Services,HOSE
VJC,Travel & Leisure,HOSE
VKC,Industrial Goods & Services,UPCOM
VKP,Industrial Goods & Services,UPCOM
VLA,Technology,HNX
VLB,Construction & Materials,UPCOM
VLC,Food & Beverage,UPCOM
VLF,Retail,UPCOM
VLG,Industrial Goods & Services,UPCOM
VLP,Industrial Goods & Services,UPCOM
VLS,Basic Resources,UPCOM
VLW,Utilities,UPCOM
VMA,Automobiles & Parts,UPCOM
VMC,Construction & Materials,HNX
VMD,Retail,HOSE
VMG,Utilities,UPCOM
VMK,Utilities,UPCOM
VMS,Industrial Goods & Services,HNX
VMT,Industrial Goods & Services,UPCOM
VNA,Industrial Goods & Services,UPCOM
VNB,Retail,UPCOM
VNC,Industrial Goods & Services,HNX
VND,Financial Services,HOSE
VNE,Construction & Materials,HOSE
VNF,Industrial Goods & Services,HNX
VNG,Travel & Leisure,HOSE
VNH,Food & Beverage,UPCOM
VNI,Real Estate,UPCOM
VNL,Industrial Goods & Services,HOSE
VNM,Food & Beverage,HOSE
VNP,Chemicals,UPCOM
VNR,Insurance,HNX
VNS,Travel & Leisure,HOSE
VNT,Industrial Goods & Services,HNX
VNX,Media,UPCOM
VNY,Health Care,UPCOM
VNZ,Technology,UPCOM
VOC,Food & Beverage,UPCOM
VOS,Industrial Goods & Services,HOSE
VPA,Industrial Goods & Services,UPCOM
VPB,Banks,HOSE
VPC,Construction & Materials,UPCOM
VPD,Utilities,HOSE
VPG,Basic Resources,HOSE
VPH,Real Estate,HOSE
VPI,Real Estate,HOSE
VPL,Unknown,HOSE
VPR,Basic Resources,UPCOM
VPS,Chemicals,HOSE
VPW,Utilities,UPCOM
VPX,Financial Services,HOSE
VQC,Industrial Goods & Services,UPCOM
VRC,Real Estate,HOSE
VRE,Real Estate,HOSE
VRG,Construction & Materials,UPCOM
VSA,Industrial Goods & Services,HNX
VSC,Industrial Goods & Services,HOSE
VSE,Industrial Goods & Services,UPCOM
VSF,Food & Beverage,UPCOM
VSG,Industrial Goods & Services,UPCOM
VSH,Utilities,HOSE
VSI,Construction & Materials,HOSE
VSM,Industrial Goods & Services,HNX
VSN,Food & Beverage,UPCOM
VST,Industrial Goods & Services,UPCOM
VTA,Construction & Materials,UPCOM
VTB,Personal & Household Goods,HOSE
VTC,Telecommunications,HNX
VTD,Travel & Leisure,UPCOM
VTE,Technology,UPCOM
VTG,Travel & Leisure,UPCOM
VTH,Technology,HNX
VTI,Personal & Household Goods,UPCOM
VTJ,Personal & Household Goods,HNX
VTK,Technology,UPCOM
VTM,Industrial Goods & Services,UPCOM
VTO,Industrial Goods & Services,HOSE
VTP,Industrial Goods & Services,HOSE
VTQ,Food & Beverage,UPCOM
VTR,Travel & Leisure,UPCOM
VTS,Construction & Materials,UPCOM
VTV,Construction & Materials,HNX
VTX,Industrial Goods & Services,UPCOM
VTZ,Personal & Household Goods,HNX
VUA,Financial Services,UPCOM
VVN,Construction & Materials,UPCOM
VVS,Automobiles & Parts,HOSE
VW3,Construction & Materials,UPCOM
VWS,Construction & Materials,UPCOM
VXB,Construction & Materials,UPCOM
VXP,Health Care,UPCOM
VXT,Industrial Goods & Services,UPCOM
WCS,Travel & Leisure,HNX
WSB,Food & Beverage,UPCOM
WSS,Financial Services,HNX
WTC,Industrial Goods & Services,UPCOM
X20,Personal & Household Goods,HNX
X26,Personal & Household Goods,UPCOM
X77,Construction & Materials,UPCOM
XDH,Construction & Materials,UPCOM
XHC,Personal & Household Goods,UPCOM
XLV,Construction & Materials,UPCOM
XMC,Construction & Materials,UPCOM
XMD,Construction & Materials,UPCOM
XMP,Utilities,UPCOM
XPH,Chemicals,UPCOM
YBC,Construction & Materials,UPCOM
YBM,Chemicals,HOSE
YEG,Media,HOSE
YTC,Health Care,UPCOM
